,W,Sm,Mo,Zr,Ca,V,Hf,Pd,Cr,La,Gd,Ir,Tb,Yb,Al,Eu,Zn,Dy,Nb,Lu,Ba,Co,Li,Cd,Ho,Ce,Rh,Sc,Y,Ti,Bi,Tm,Ag,Sn,Ga,Cu,Pt,Mn,Ta,Pb,Nd,Er,Pr,Ni,Re,In,Fe,Mg,Ru,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
270,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999997,0.0,0.0,0.8,Mo0.02 In0.18 Ru0.8,42.0,49.0,7.0,44.86,1.4903999999999997,44.0,50.0,75.0,25.0,59.300000000000004,5.652000000000003,56.0,95.96,114.818,18.858000000000004,103.44243999999999,4.095201599999999,101.07,429.75,2896.0,2466.25,2220.875,644.805,2607.0,6.0,13.0,7.0,8.86,1.4903999999999997,8.0,5.0,5.0,0.0,5.0,0.0,5.0,142.0,154.0,12.0,145.44,1.2384000000000013,146.0,1.78,2.2,0.42000000000000015,2.1236,0.12369600000000004,2.2,1.0,2.0,1.0,1.18,0.2951999999999999,1.0,0.0,1.0,1.0,0.17999999999999997,0.29519999999999996,0.0,5.0,10.0,5.0,7.5,0.8999999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.86,1.4903999999999997,8.0,0.0,1.0,1.0,0.8200000000000001,0.2951999999999999,1.0,0.0,5.0,5.0,0.8999999999999998,1.476,0.0,0.0,5.0,5.0,2.5000000000000004,0.8999999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.22,0.35199999999999987,4.0,13.51,24.26,10.750000000000002,15.488599999999998,3.165759999999999,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,229.0,90.0,184.8,16.487999999999992,194.0
1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Ba0.02 Sn0.18 Ru0.8,44.0,56.0,12.0,45.32,2.112,44.0,9.0,80.0,71.0,59.38,7.423200000000001,56.0,101.07,137.327,36.257000000000005,104.97034,6.240544,101.07,505.08,2607.0,2101.92,2196.5144,656.7769599999999,2607.0,2.0,14.0,12.0,8.96,1.8144000000000005,8.0,5.0,6.0,1.0,5.02,0.03919999999999959,5.0,139.0,215.0,76.0,146.12,2.755200000000004,146.0,0.89,2.2,1.31,2.1306000000000003,0.11103999999999997,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,2.0,2.0,0.35999999999999993,0.5903999999999999,0.0,0.0,10.0,10.0,7.4,0.9360000000000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,8.96,1.8144000000000005,8.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,4.0,4.0,0.7199999999999999,1.1807999999999998,0.0,0.0,3.0,3.0,2.4000000000000004,0.9599999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.92,0.15680000000000005,4.0,13.51,63.59,50.080000000000005,18.071099999999998,7.297759999999998,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,229.0,88.0,185.16000000000003,15.897599999999983,194.0
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999997,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Co0.18 Ce0.02 Ru0.8,27.0,58.0,31.0,41.22,5.1192,44.0,15.0,58.0,43.0,55.540000000000006,1.6215999999999937,56.0,58.933195,140.116,81.18280500000002,94.2662951,12.719916035999997,101.07,1071.0,2607.0,1536.0,2425.2599999999998,290.7840000000001,2607.0,3.0,9.0,6.0,8.08,0.3312,8.0,4.0,6.0,2.0,4.84,0.30240000000000006,5.0,126.0,204.0,78.0,143.56,6.321599999999997,146.0,1.12,2.2,1.08,2.1208,0.12672000000000014,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.880000000000001,0.23519999999999924,7.0,0.0,1.0,1.0,0.019999999999999997,0.03919999999999999,0.0,4.0,9.0,5.0,8.1,0.32399999999999973,8.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,3.12,0.23520000000000008,3.0,0.0,13.0,13.0,0.25999999999999995,0.5095999999999999,0.0,3.0,22.0,19.0,4.18,0.7127999999999997,4.0,10.245,37.24,26.995000000000005,13.396899999999999,1.1346840000000005,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.27872481599999993,0.45710869823999994,0.0,194.0,194.0,0.0,194.0,0.0,194.0
246,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Mo0.02 Sn0.18 Ru0.8,42.0,50.0,8.0,45.04,1.7855999999999994,44.0,50.0,80.0,30.0,60.2,7.128000000000002,56.0,95.96,118.71,22.75,104.14299999999999,5.244119999999995,101.07,505.08,2896.0,2390.92,2234.4344,622.5675839999999,2607.0,6.0,14.0,8.0,9.04,1.7855999999999994,8.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,154.0,15.0,144.9,2.123999999999996,146.0,1.96,2.2,0.2400000000000002,2.156,0.07056000000000005,2.2,1.0,2.0,1.0,1.18,0.2951999999999999,1.0,0.0,2.0,2.0,0.35999999999999993,0.5903999999999999,0.0,5.0,10.0,5.0,7.5,0.8999999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,9.04,1.7855999999999994,8.0,0.0,1.0,1.0,0.8200000000000001,0.2951999999999999,1.0,0.0,4.0,4.0,0.7199999999999999,1.1807999999999998,0.0,0.0,5.0,5.0,2.5000000000000004,0.8999999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.04,0.07840000000000003,4.0,13.51,33.285,19.775,17.113099999999996,5.821883999999996,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,229.0,88.0,185.16000000000003,15.897599999999983,194.0
3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.0,0.0,0.0,0.15999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Al0.04 Lu0.16 Ru0.8,13.0,71.0,58.0,47.08,7.654399999999998,44.0,41.0,73.0,32.0,54.28,4.249599999999999,56.0,26.9815386,174.9668,147.9852614,109.929949544,20.811792145920002,101.07,933.47,2607.0,1673.53,2432.6987999999997,278.88192000000015,2607.0,3.0,13.0,10.0,7.4,1.4079999999999997,8.0,3.0,6.0,3.0,5.08,0.2944,5.0,121.0,187.0,66.0,151.56,11.340800000000002,146.0,1.27,2.2,0.9300000000000002,2.0276,0.2758400000000001,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,1.0,1.0,0.039999999999999994,0.07679999999999998,0.0,0.0,7.0,7.0,5.760000000000001,1.9839999999999995,7.0,0.0,14.0,14.0,2.2399999999999998,3.7631999999999994,0.0,3.0,17.0,14.0,9.24,2.4832,8.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,5.0,5.0,0.19999999999999996,0.38399999999999995,0.0,0.0,9.0,9.0,3.84,1.6511999999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,4.84,1.3439999999999999,4.0,13.51,28.865,15.354999999999999,16.0856,4.120959999999999,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.000359536,0.00060402048,0.0,194.0,225.0,31.0,195.24,2.3808000000000082,194.0
6784,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,W0.08 La0.12 Ru0.8,44.0,74.0,30.0,47.96,6.336,44.0,13.0,56.0,43.0,50.440000000000005,8.985599999999996,56.0,101.07,183.84,82.77000000000001,112.2318564,17.858970240000005,101.07,1193.0,3695.0,2502.0,2524.3599999999997,319.52640000000025,2607.0,3.0,8.0,5.0,7.24,1.2159999999999997,8.0,5.0,6.0,1.0,5.2,0.32000000000000006,5.0,146.0,207.0,61.0,154.60000000000002,13.760000000000012,146.0,1.1,2.36,1.2599999999999998,2.0808,0.23539200000000013,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.040000000000001,1.5359999999999996,7.0,0.0,14.0,14.0,1.1199999999999999,2.0608,0.0,3.0,20.0,17.0,8.36,1.8623999999999994,8.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,3.9600000000000004,1.536,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,4.76,1.2159999999999997,4.0,13.51,36.8975,23.387500000000003,16.5197,4.890672,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,196.8,5.152000000000009,194.0
4034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Ce0.04 Nd0.16 Ru0.8,44.0,60.0,16.0,47.120000000000005,4.992000000000003,44.0,15.0,56.0,41.0,48.440000000000005,12.095999999999997,56.0,101.07,144.242,43.172,109.53935999999999,13.550975999999995,101.07,1071.0,2607.0,1536.0,2335.48,434.43199999999996,2607.0,3.0,8.0,5.0,7.0,1.5999999999999999,8.0,5.0,6.0,1.0,5.199999999999999,0.31999999999999956,5.0,146.0,204.0,58.0,157.12,17.792,146.0,1.12,2.2,1.08,1.9872,0.3404800000000001,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.640000000000001,2.1759999999999997,7.0,0.0,4.0,4.0,0.6799999999999999,1.088,0.0,4.0,8.0,4.0,7.5200000000000005,0.7679999999999997,8.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.7600000000000002,0.8831999999999998,3.0,0.0,13.0,13.0,2.1199999999999997,3.3919999999999995,0.0,4.0,22.0,18.0,5.68,2.6879999999999997,4.0,13.51,37.24,23.730000000000004,17.867199999999997,6.971519999999998,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
