,original index in excel,y1,y2,y1_pred,y2_pred,y1_predVar,y2_predVar,iter
82,82,0.111271314,1.094292792,0.10243096584651135,1.191088624862782,0.10236117054058122,1.038890677558304,0
83,83,0.068117743,1.703473927,0.10097252319605515,1.5072806519246424,0.1006906181073146,1.0449883560005757,0
84,84,0.102409059,1.094292792,0.09759980022735211,1.1719331643696895,0.1016917711661955,1.0403911203230873,0
85,85,0.234820982,1.620347377,0.18538744427388285,1.5003818084976337,0.10128837948664184,1.041629778349447,0
86,86,0.1084757,1.256823807,0.18286506700627642,1.1077200679925818,0.09823027491949833,1.0596884532820738,0
87,87,0.203353783,1.407320084,0.1521885600932022,1.3002930049249095,0.098197519992588,1.0726500983543246,0
88,88,0.391454969,0.166997517,0.26456330711046444,0.4035045419148414,0.1025623818573162,1.0371937429186546,0
89,89,0.251405631,0.87865604,0.22580302223903703,0.8445601088814441,0.10093174632363554,1.0420859019363637,0
90,90,0.110066501,1.174937952,0.1395941142804258,1.1717987450185539,0.10257989808670805,1.0362005978719528,0
91,91,0.016962765,1.254342418,0.06183608788439718,1.1914782266676265,0.10306292310672045,1.0348460800378512,0
92,92,0.089894417,0.988833736,0.07900285811330104,1.0327573106283763,0.1016491651028048,1.0381903563222712,0
93,93,0.078043246,1.280397008,0.08548090655873217,1.2362020861678473,0.10318167133510743,1.0347853005582188,0
94,94,0.064930788,1.507444152,0.08012222408577252,1.4527362660639591,0.10271653080804463,1.0357260587513653,0
95,95,0.073809731,1.588089312,0.0805276884578189,1.501638412433006,0.10109309997855079,1.0400072917430285,0
96,96,0.083586422,1.297766735,0.08216158267961093,1.3161840900034079,0.10265028407042028,1.0352315245280095,0
97,97,0.064921554,0.137220842,0.07372029564400306,0.3204028266232207,0.10422058005926475,1.031645971772877,0
98,98,0.035030433,0.387841187,0.05863658919186509,0.5077004223027508,0.1037265125115741,1.032561641535099,0
99,99,0.047256967,1.658808915,0.06311259611068765,1.516418893624332,0.10430056584588562,1.0314600956790891,0
100,100,0.132292978,1.098014876,0.11279188174776907,1.0916262420139813,0.10453046462135175,1.0311319350782786,0
101,101,0.099694689,0.725806444,0.09892036546773207,0.8238688916543317,0.10432348753546702,1.031341809722119,0
102,102,0.105169572,1.654962761,0.09693943977877612,1.5352005480166122,0.10462810188885971,1.030940566426359,0
103,103,0.108656058,1.506203457,0.0966906710417462,1.4199578747974289,0.10307315070333856,1.036876279223622,0
104,104,0.095848609,1.290322566,0.08929162121438405,1.251904992102737,0.10174257811235732,1.041248152966149,0
105,105,0.087389001,0.976426788,0.0815047864921662,1.0076867999066628,0.10243988998635979,1.0385816400992525,0
106,106,0.116652952,1.178660037,0.10072239258659688,1.1572211748392878,0.10401562199358183,1.0331149337110745,0
107,107,0.075540938,0.986352346,0.0824616614398387,1.0032117254491673,0.10336017378351152,1.0348253774048681,0
108,108,0.060911012,0.850496269,0.07357014979586186,0.909551340217743,0.10386507134073221,1.032919835415662,0
109,109,0.065957101,1.105459045,0.07975187846845322,1.153757468752521,0.1005593389438918,1.051973346657389,0
110,110,0.077187035,1.471464004,0.08301093742513717,1.3038350997404535,0.09944805523875304,1.05713872579198,0
111,111,0.096625094,1.363523558,0.10451068148209322,1.2623364734031595,0.09994638368430064,1.0574814946162057,0
112,112,0.094837622,1.199751848,0.08118252316320013,1.138009848192681,0.09956502878084639,1.0563539054345543,0
113,113,0.073244794,1.045905696,0.08351456346757069,1.218346825441355,0.09863145807313825,1.0613060028973205,0
114,114,0.157063588,1.122828772,0.10443869693325321,1.176545835325368,0.09892347523281819,1.0640467476311826,0
115,115,0.075560946,0.559553344,0.07865255000092153,0.7881851868159802,0.10159195994551756,1.0412949549166446,0
116,116,0.075844392,1.464019835,0.07529961469285862,1.276416289834693,0.09995370991261565,1.0487896102510306,0
117,117,0.046683357,1.13275433,0.08224833042641062,1.1460449681148495,0.09992042846979407,1.0486032539750068,0
118,118,0.052088186,1.033498748,0.06779846074926227,1.0479135276583256,0.10273985223295873,1.0401056230784673,0
119,119,0.064531913,1.088089318,0.06930033774117772,1.0881293448693345,0.10121346984643108,1.046673572976059,0
120,120,0.081954738,0.997518599,0.07889260774058428,1.0203213111596061,0.10215547162859498,1.0409908742351952,0
121,121,0.065259539,0.847394532,0.0758079294761453,0.8783856583048257,0.10323752073776848,1.036827557047975,0
122,122,0.073306437,0.837468973,0.07489131649681104,0.8996222817259671,0.10201137395365119,1.0415780578527005,0
123,123,0.078579055,1.210918101,0.078900093086239,1.1382917106768227,0.10261970041584254,1.0370203044771849,0
124,124,0.116517231,1.330024799,0.08262310698198247,1.0080476681722566,0.09835491448626352,1.0667472860782048,0
125,125,0.104407978,1.207196016,0.07812442957630843,1.0779600255826156,0.09701608147056942,1.074386222265385,0
126,126,0.120612329,0.910669965,0.08705715501070227,0.9973006011409753,0.09736427855867821,1.0752687742743408,0
127,127,0.027220474,0.537965255,0.08102734637867604,0.8882659860305826,0.09831306649077405,1.0673586456021822,0
128,128,0.024120151,0.873449122,0.07644553534509774,0.9796664619725239,0.09710682863485029,1.0737697037781702,0
129,129,0.047276356,1.179900731,0.08486931520264752,0.9901075555234589,0.09761176040696778,1.0727519745603633,0
130,130,0.130905612,1.009925547,0.08959864318355588,1.0604689101008127,0.09773919662521925,1.0618400923063858,0
131,131,0.096193295,0.822580636,0.07998334539727613,0.9175690083601274,0.09660162713225953,1.0704548501208895,0
132,132,0.134917006,0.682382126,0.08378137213462454,0.809109315772934,0.09698263192264045,1.0720957861239686,0
133,133,0.086909686,1.475186088,0.0913485772380002,1.1235296736748417,0.09810925706723912,1.0614917234192265,0
134,134,0.052265588,0.797766741,0.07703871328206237,0.7787725878695851,0.09700746505864274,1.0685934567518247,0
135,135,0.046448282,0.713399496,0.07721902190657828,0.7801969959491412,0.09758985808775227,1.0687494860689333,0
136,136,0.103876187,0.464019846,0.0887644231192765,0.6811965033797072,0.09985310874808408,1.0511892901091264,0
137,137,0.051567209,0.397022328,0.07282950911801499,0.5653789533946749,0.09847447283478643,1.0589506025859834,0
138,138,0.071132937,0.998759294,0.0706917564485795,0.8638437611644147,0.09922730158340018,1.0555888554638784,0
139,139,0.063639032,0.653846147,0.07069221523584439,0.688138923071232,0.10235862528243567,1.04139966366053,0
140,140,0.051222505,0.570719597,0.06502205038697008,0.6362434989530303,0.10064781591535321,1.0499670419284752,0
141,141,0.065276565,0.812655078,0.06828363758987548,0.8281166130517599,0.1020515377451075,1.0405534535779983,0
142,142,0.069364945,0.318858557,0.08361167259990727,0.6031846575532007,0.10194369242258304,1.0404150232463538,0
143,143,0.066379448,1.317617851,0.08700240302462602,1.121496684752724,0.10040640642955766,1.04686954428018,0
